Gene ,Gene Name,miRNA ,Target Score,Human
Tapt1,transmembrane anterior posterior transformation 1,miR-27a-3p,68,✓
Rnf38,ring finger protein 38,miR-27a-3p,68,✓
Cnot7,"CCR4-NOT transcription complex, subunit 7",miR-27a-3p,68,✓
Dtx4,"deltex 4, E3 ubiquitin ligase",miR-27a-3p,68,✓
Zdhhc17,"zinc finger, DHHC domain containing 17",miR-27a-3p,68,✓
Tmco3,transmembrane and coiled-coil domains 3,miR-27a-3p,68,✓
Ei24,etoposide induced 2.4 mRNA,miR-27a-3p,68,✓
Bbc3,BCL2 binding component 3,miR-27a-3p,68,✓
Tspan18,tetraspanin 18,miR-184-3p,68,✓
Bin3,bridging integrator 3,miR-184-3p,68,✓
Bahd1,bromo adjacent homology domain containing 1,miR-677-3p,67,✓
Pdcl,phosducin-like,miR-677-3p,67,✓
Selenok,selenoprotein K,miR-677-3p,67,✓
Rpn1,ribophorin I,miR-677-3p,67,✓
Tmem26,transmembrane protein 26,miR-677-3p,67,✓
Txnl4a,thioredoxin-like 4A,miR-677-3p,67,✓
Slc8a3,"solute carrier family 8 (sodium/calcium exchanger), member 3",miR-677-3p,67,✓
Eif1ad,eukaryotic translation initiation factor 1A domain containing,miR-677-3p,67,✓
Larp4,"La ribonucleoprotein domain family, member 4",miR-677-3p,67,✓
Dpys,dihydropyrimidinase,miR-677-3p,67,✓
Rab43,"RAB43, member RAS oncogene family",miR-677-3p,67,✓
Pgap3,post-GPI attachment to proteins 3,miR-486a-3p,67,✓
Inpp4a,"inositol polyphosphate-4-phosphatase, type I",miR-486a-3p,67,✓
Zkscan17,zinc finger with KRAB and SCAN domains 17,miR-486a-3p,67,✓
Zmym4,"zinc finger, MYM-type 4",miR-486a-3p,67,✓
Zfp710,zinc finger protein 710,miR-486a-3p,67,
Zer1,"zyg-11 related, cell cycle regulator",miR-486a-3p,67,✓
Clpb,ClpB caseinolytic peptidase B,miR-486a-3p,67,✓
Cdyl2,"chromodomain protein, Y chromosome-like 2",miR-486a-3p,67,✓
Ppm1f,protein phosphatase 1F (PP2C domain containing),miR-486a-3p,67,✓
Mapk3,mitogen-activated protein kinase 3,miR-486a-3p,67,✓
Msrb1,methionine sulfoxide reductase B1,miR-486a-3p,67,✓
Pi4k2a,phosphatidylinositol 4-kinase type 2 alpha,miR-486a-3p,67,✓
Tmem26,transmembrane protein 26,miR-486a-3p,67,✓
Rab3il1,RAB3A interacting protein (rabin3)-like 1,miR-486a-3p,67,✓
Tubb5,"tubulin, beta 5 class I",miR-486a-3p,67,✓
Pemt,phosphatidylethanolamine N-methyltransferase,miR-486a-3p,67,✓
Capn9,calpain 9,miR-486a-3p,67,✓
Srrm3,serine/arginine repetitive matrix 3,miR-423-3p,67,✓
Lrch3,leucine-rich repeats and calponin homology (CH) domain containing 3,miR-423-3p,67,✓
Txndc16,thioredoxin domain containing 16,miR-423-3p,67,✓
Scn2a,"sodium channel, voltage-gated, type II, alpha",miR-1934-3p,67,✓
Dpp6,dipeptidylpeptidase 6,miR-1934-3p,67,✓
Ago2,argonaute RISC catalytic subunit 2,miR-1934-3p,67,✓
Esr1,estrogen receptor 1 (alpha),miR-1934-3p,67,✓
Fbxw11,F-box and WD-40 domain protein 11,miR-7234-3p,67,✓
Fgf12,fibroblast growth factor 12,miR-7234-3p,67,✓
Prpf40a,pre-mRNA processing factor 40A,miR-130b-3p,67,✓
Bclaf1,BCL2-associated transcription factor 1,miR-130b-3p,67,✓
Zfp442,zinc finger protein 442,miR-130b-3p,67,
Chrm2,"cholinergic receptor, muscarinic 2, cardiac",miR-130b-3p,67,✓
Rab14,"RAB14, member RAS oncogene family",miR-130b-3p,67,✓
Lin28a,lin-28 homolog A (C. elegans),miR-130b-3p,67,✓
Hnrnpr,heterogeneous nuclear ribonucleoprotein R,miR-130b-3p,67,✓
Tnpo1,transportin 1,miR-130b-3p,67,✓
Wdr47,WD repeat domain 47,miR-130b-3p,67,✓
Rassf2,Ras association (RalGDS/AF-6) domain family member 2,miR-130b-3p,67,✓
Kcmf1,potassium channel modulatory factor 1,miR-27a-3p,67,✓
Ldlr,low density lipoprotein receptor,miR-27a-3p,67,✓
Csdc2,"cold shock domain containing C2, RNA binding",miR-27a-3p,67,✓
Ercc4,"excision repair cross-complementing rodent repair deficiency, complementation group 4",miR-27a-3p,67,✓
Lhfpl3,lipoma HMGIC fusion partner-like 3,miR-27a-3p,67,✓
Jazf1,JAZF zinc finger 1,miR-27a-3p,67,✓
Ddias,DNA damage-induced apoptosis suppressor,miR-27a-3p,67,✓
Nfkbid,"nuclear factor of kappa light polypeptide gene enhancer in B cells inhibitor, delta",miR-27a-3p,67,✓
Pxmp2,peroxisomal membrane protein 2,miR-27a-3p,67,✓
Tph2,tryptophan hydroxylase 2,miR-27a-3p,67,✓
Stox2,storkhead box 2,miR-27a-3p,67,✓
Dcp2,decapping mRNA 2,miR-27a-3p,67,✓
Hgf,hepatocyte growth factor,miR-27a-3p,67,✓
Ephb2,Eph receptor B2,miR-27a-3p,67,✓
Zfp189,zinc finger protein 189,miR-27a-3p,67,
Celf1,"CUGBP, Elav-like family member 1",miR-27a-3p,67,✓
Ttc8,tetratricopeptide repeat domain 8,miR-27a-3p,67,✓
Ttc14,tetratricopeptide repeat domain 14,miR-27a-3p,67,✓
Snx10,sorting nexin 10,miR-27a-3p,67,✓
Ndufs4,NADH:ubiquinone oxidoreductase core subunit S4,miR-27a-3p,67,✓
Fcho1,FCH domain only 1,miR-184-3p,67,✓
Lrrtm2,leucine rich repeat transmembrane neuronal 2,miR-677-3p,66,✓
Ston2,stonin 2,miR-677-3p,66,✓
Fmo3,flavin containing monooxygenase 3,miR-677-3p,66,✓
Calu,calumenin,miR-677-3p,66,✓
Corin,corin,miR-677-3p,66,✓
Scnn1g,"sodium channel, nonvoltage-gated 1 gamma",miR-677-3p,66,✓
Dffa,"DNA fragmentation factor, alpha subunit",miR-677-3p,66,✓
Slc25a51,"solute carrier family 25, member 51",miR-677-3p,66,✓
Dmac2,distal membrane arm assembly complex 2,miR-677-3p,66,✓
Grb10,growth factor receptor bound protein 10,miR-677-3p,66,✓
Alox5ap,arachidonate 5-lipoxygenase activating protein,miR-677-3p,66,✓
4930539E08Rik,RIKEN cDNA 4930539E08 gene,miR-486a-3p,66,
Snw1,SNW domain containing 1,miR-486a-3p,66,✓
Lpar2,lysophosphatidic acid receptor 2,miR-486a-3p,66,✓
Scly,selenocysteine lyase,miR-486a-3p,66,✓
Nkiras2,NFKB inhibitor interacting Ras-like protein 2,miR-486a-3p,66,✓
Gpr20,G protein-coupled receptor 20,miR-486a-3p,66,✓
Nova1,neuro-oncological ventral antigen 1,miR-486a-3p,66,✓
Zfp266,zinc finger protein 266,miR-486a-3p,66,
Sirt6,sirtuin 6,miR-486a-3p,66,✓
Plekha7,"pleckstrin homology domain containing, family A member 7",miR-486a-3p,66,✓
Strn4,"striatin, calmodulin binding protein 4",miR-486a-3p,66,✓
Xpr1,xenotropic and polytropic retrovirus receptor 1,miR-486a-3p,66,✓
Afap1l2,actin filament associated protein 1-like 2,miR-486a-3p,66,✓
Cbfa2t3,CBFA2/RUNX1 translocation partner 3,miR-486a-3p,66,✓
Wipi2,"WD repeat domain, phosphoinositide interacting 2",miR-486a-3p,66,✓
Fyn,Fyn proto-oncogene,miR-486a-3p,66,✓
Pld2,phospholipase D2,miR-486a-3p,66,✓
Specc1,sperm antigen with calponin homology and coiled-coil domains 1,miR-486a-3p,66,✓
Cnga2,cyclic nucleotide gated channel alpha 2,miR-486a-3p,66,✓
Celf3,"CUGBP, Elav-like family member 3",miR-486a-3p,66,✓
Wfikkn2,"WAP, follistatin/kazal, immunoglobulin, kunitz and netrin domain containing 2",miR-486a-3p,66,✓
Slc12a9,"solute carrier family 12 (potassium/chloride transporters), member 9",miR-486a-3p,66,✓
Apoa4,apolipoprotein A-IV,miR-486a-3p,66,✓
Atl2,atlastin GTPase 2,miR-423-3p,66,✓
Dstyk,dual serine/threonine and tyrosine protein kinase,miR-1934-3p,66,✓
Epn3,epsin 3,miR-1934-3p,66,✓
Lman2l,"lectin, mannose-binding 2-like",miR-1934-3p,66,✓
Btbd11,BTB (POZ) domain containing 11,miR-1934-3p,66,✓
Extl2,exostoses (multiple)-like 2,miR-1934-3p,66,✓
Plxna4,plexin A4,miR-1934-3p,66,✓
Dph1,diphthamide biosynthesis 1,miR-1934-3p,66,✓
Loxl4,lysyl oxidase-like 4,miR-1934-3p,66,✓
Kmt2a,lysine (K)-specific methyltransferase 2A,miR-1934-3p,66,✓
Slc18a2,"solute carrier family 18 (vesicular monoamine), member 2",miR-1934-3p,66,✓
Pik3ca,"phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit alpha",miR-7234-3p,66,✓
Dlat,dihydrolipoamide S-acetyltransferase (E2 component of pyruvate dehydrogenase complex),miR-7234-3p,66,✓
Dctn6,dynactin 6,miR-130b-3p,66,✓
Dcdc2a,doublecortin domain containing 2a,miR-130b-3p,66,
Muc15,mucin 15,miR-130b-3p,66,✓
Tgfbr2,"transforming growth factor, beta receptor II",miR-130b-3p,66,✓
Eml6,echinoderm microtubule associated protein like 6,miR-130b-3p,66,✓
Mark3,MAP/microtubule affinity regulating kinase 3,miR-130b-3p,66,✓
Nfyc,nuclear transcription factor-Y gamma,miR-130b-3p,66,✓
Rnf2,ring finger protein 2,miR-130b-3p,66,✓
Has3,hyaluronan synthase 3,miR-130b-3p,66,✓
Ezh1,enhancer of zeste 1 polycomb repressive complex 2 subunit,miR-130b-3p,66,✓
Itpkb,"inositol 1,4,5-trisphosphate 3-kinase B",miR-130b-3p,66,✓
Vwc2l,von Willebrand factor C domain-containing protein 2-like,miR-27a-3p,66,✓
Rbm43,RNA binding motif protein 43,miR-27a-3p,66,✓
Atrnl1,attractin like 1,miR-27a-3p,66,✓
Sfxn1,sideroflexin 1,miR-27a-3p,66,✓
Lzts3,"leucine zipper, putative tumor suppressor family member 3",miR-27a-3p,66,✓
Brip1,BRCA1 interacting protein C-terminal helicase 1,miR-27a-3p,66,✓
Lypd3,Ly6/Plaur domain containing 3,miR-27a-3p,66,✓
Fzd3,frizzled class receptor 3,miR-27a-3p,66,✓
Ptger4,prostaglandin E receptor 4 (subtype EP4),miR-27a-3p,66,✓
Vip,vasoactive intestinal polypeptide,miR-27a-3p,66,✓
Lax1,lymphocyte transmembrane adaptor 1,miR-27a-3p,66,✓
Sox8,SRY (sex determining region Y)-box 8,miR-27a-3p,66,✓
Arid2,"AT rich interactive domain 2 (ARID, RFX-like)",miR-27a-3p,66,✓
Cpeb4,cytoplasmic polyadenylation element binding protein 4,miR-27a-3p,66,✓
Rpn2,ribophorin II,miR-27a-3p,66,✓
Naa50,"N(alpha)-acetyltransferase 50, NatE catalytic subunit",miR-27a-3p,66,✓
Tpm3,"tropomyosin 3, gamma",miR-27a-3p,66,✓
Tmem248,transmembrane protein 248,miR-27a-3p,66,✓
Eya4,EYA transcriptional coactivator and phosphatase 4,miR-27a-3p,66,✓
Fryl,FRY like transcription coactivator,miR-27a-3p,66,✓
Ccl4,chemokine (C-C motif) ligand 4,miR-27a-3p,66,✓
Frk,fyn-related kinase,miR-27a-3p,66,✓
Hspa13,"heat shock protein 70 family, member 13",miR-27a-3p,66,✓
Neu4,sialidase 4,miR-27a-3p,66,✓
Slc5a3,"solute carrier family 5 (inositol transporters), member 3",miR-27a-3p,66,✓
Man2a1,"mannosidase 2, alpha 1",miR-27a-3p,66,✓
Eef2k,eukaryotic elongation factor-2 kinase,miR-27a-3p,66,✓
Fam104a,"family with sequence similarity 104, member A",miR-27a-3p,66,✓
Rab6b,"RAB6B, member RAS oncogene family",miR-677-3p,65,✓
Acvr2a,activin receptor IIA,miR-677-3p,65,✓
Wnk3,WNK lysine deficient protein kinase 3,miR-677-3p,65,✓
Nefl,"neurofilament, light polypeptide",miR-677-3p,65,✓
Clec4a3,"C-type lectin domain family 4, member a3",miR-677-3p,65,
Hlf,hepatic leukemia factor,miR-677-3p,65,✓
Gabrg1,"gamma-aminobutyric acid (GABA) A receptor, subunit gamma 1",miR-677-3p,65,✓
Mecp2,methyl CpG binding protein 2,miR-677-3p,65,✓
Atl2,atlastin GTPase 2,miR-677-3p,65,✓
Igsf9b,"immunoglobulin superfamily, member 9B",miR-677-3p,65,✓
Arf6,ADP-ribosylation factor 6,miR-677-3p,65,✓
Elmo1,engulfment and cell motility 1,miR-677-3p,65,✓
Oas3,2'-5' oligoadenylate synthetase 3,miR-486a-3p,65,✓
Ubr7,ubiquitin protein ligase E3 component n-recognin 7 (putative),miR-486a-3p,65,✓
Cyth2,cytohesin 2,miR-486a-3p,65,✓
Dcaf7,DDB1 and CUL4 associated factor 7,miR-486a-3p,65,✓
Cacna1i,"calcium channel, voltage-dependent, alpha 1I subunit",miR-486a-3p,65,✓
Fkbp5,FK506 binding protein 5,miR-486a-3p,65,✓
Cdc25b,cell division cycle 25B,miR-486a-3p,65,✓
Mylk2,"myosin, light polypeptide kinase 2, skeletal muscle",miR-486a-3p,65,✓
Syt2,synaptotagmin II,miR-486a-3p,65,✓
Eif4ebp1,eukaryotic translation initiation factor 4E binding protein 1,miR-423-3p,65,✓
Btg1,"B cell translocation gene 1, anti-proliferative",miR-1934-3p,65,✓
Nsmaf,neutral sphingomyelinase (N-SMase) activation associated factor,miR-1934-3p,65,✓
Ndufaf4,NADH:ubiquinone oxidoreductase complex assembly factor 4,miR-1934-3p,65,✓
Dgke,"diacylglycerol kinase, epsilon",miR-1934-3p,65,✓
Trdmt1,tRNA aspartic acid methyltransferase 1,miR-1934-3p,65,✓
Tpp2,tripeptidyl peptidase II,miR-1934-3p,65,✓
Gdap1,ganglioside-induced differentiation-associated-protein 1,miR-1934-3p,65,✓
Cdr1,cerebellar degeneration related antigen 1,miR-7234-3p,65,✓
Tmem63b,transmembrane protein 63b,miR-130b-3p,65,✓
Rab5b,"RAB5B, member RAS oncogene family",miR-130b-3p,65,✓
Naaladl2,N-acetylated alpha-linked acidic dipeptidase-like 2,miR-130b-3p,65,✓
Miga1,mitoguardin 1,miR-130b-3p,65,✓
Chmp4c,charged multivesicular body protein 4C,miR-130b-3p,65,✓
Cpeb2,cytoplasmic polyadenylation element binding protein 2,miR-130b-3p,65,✓
Rnf6,ring finger protein (C3H2C3 type) 6,miR-130b-3p,65,✓
Alkal2,ALK and LTK ligand 2,miR-130b-3p,65,✓
Nlrp4e,"NLR family, pyrin domain containing 4E",miR-130b-3p,65,
Esm1,endothelial cell-specific molecule 1,miR-130b-3p,65,✓
Atl3,atlastin GTPase 3,miR-130b-3p,65,✓
Nfic,nuclear factor I/C,miR-130b-3p,65,✓
Tfcp2l1,transcription factor CP2-like 1,miR-27a-3p,65,✓
Med13,mediator complex subunit 13,miR-27a-3p,65,✓
Cdc14b,CDC14 cell division cycle 14B,miR-27a-3p,65,✓
Opn5,opsin 5,miR-27a-3p,65,✓
Fam126a,"family with sequence similarity 126, member A",miR-27a-3p,65,✓
Mrvi1,MRV integration site 1,miR-27a-3p,65,✓
Tbc1d8b,"TBC1 domain family, member 8B",miR-27a-3p,65,✓
Cemip,"cell migration inducing protein, hyaluronan binding",miR-27a-3p,65,✓
Dera,deoxyribose-phosphate aldolase (putative),miR-27a-3p,65,✓
Pou2f3,"POU domain, class 2, transcription factor 3",miR-27a-3p,65,✓
Ttc30a1,tetratricopeptide repeat domain 30A1,miR-27a-3p,65,
Vapb,"vesicle-associated membrane protein, associated protein B and C",miR-27a-3p,65,✓
Calm3,calmodulin 3,miR-27a-3p,65,✓
Ralgps1,Ral GEF with PH domain and SH3 binding motif 1,miR-27a-3p,65,✓
Cyp1b1,"cytochrome P450, family 1, subfamily b, polypeptide 1",miR-27a-3p,65,✓
Slc25a14,"solute carrier family 25 (mitochondrial carrier, brain), member 14",miR-27a-3p,65,✓
Rsrc1,arginine/serine-rich coiled-coil 1,miR-27a-3p,65,✓
Iglon5,IgLON family member 5,miR-27a-3p,65,✓
Rffl,ring finger and FYVE like domain containing protein,miR-27a-3p,65,✓
Prmt2,protein arginine N-methyltransferase 2,miR-27a-3p,65,✓
Vps26b,VPS26 retromer complex component B,miR-27a-3p,65,✓
Bend3,BEN domain containing 3,miR-27a-3p,65,✓
Fam222a,"family with sequence similarity 222, member A",miR-27a-3p,65,✓
Rbbp5,"retinoblastoma binding protein 5, histone lysine methyltransferase complex subunit",miR-184-3p,65,✓
Pggt1b,"protein geranylgeranyltransferase type I, beta subunit",miR-677-3p,64,✓
Slc39a14,"solute carrier family 39 (zinc transporter), member 14",miR-677-3p,64,✓
Zfp521,zinc finger protein 521,miR-677-3p,64,
Nrk,Nik related kinase,miR-677-3p,64,✓
Ppp2cb,"protein phosphatase 2 (formerly 2A), catalytic subunit, beta isoform",miR-677-3p,64,✓
Rfx3,"regulatory factor X, 3 (influences HLA class II expression)",miR-677-3p,64,✓
Ar,androgen receptor,miR-677-3p,64,✓
Ppp1r27,"protein phosphatase 1, regulatory subunit 27",miR-677-3p,64,✓
Irf4,interferon regulatory factor 4,miR-677-3p,64,✓
Mat2b,"methionine adenosyltransferase II, beta",miR-677-3p,64,✓
Slc15a2,"solute carrier family 15 (H+/peptide transporter), member 2",miR-1249-3p,64,✓
Dennd2a,DENN/MADD domain containing 2A,miR-486a-3p,64,✓
Scamp2,secretory carrier membrane protein 2,miR-486a-3p,64,✓
Cbln3,cerebellin 3 precursor protein,miR-486a-3p,64,✓
Fgf5,fibroblast growth factor 5,miR-486a-3p,64,✓
Mkrn3,"makorin, ring finger protein, 3",miR-486a-3p,64,✓
Slc25a25,"solute carrier family 25 (mitochondrial carrier, phosphate carrier), member 25",miR-486a-3p,64,✓
Ints3,integrator complex subunit 3,miR-486a-3p,64,✓
Zfp282,zinc finger protein 282,miR-486a-3p,64,
Tmem97,transmembrane protein 97,miR-486a-3p,64,✓
Pitpnm2,"phosphatidylinositol transfer protein, membrane-associated 2",miR-486a-3p,64,✓
Cuedc2,CUE domain containing 2,miR-486a-3p,64,✓
Tbc1d25,"TBC1 domain family, member 25",miR-486a-3p,64,✓
Mro,maestro,miR-486a-3p,64,✓
Dpysl5,dihydropyrimidinase-like 5,miR-486a-3p,64,✓
Adgrg5,adhesion G protein-coupled receptor G5,miR-486a-3p,64,✓
Prom2,prominin 2,miR-486a-3p,64,✓
Ahdc1,"AT hook, DNA binding motif, containing 1",miR-486a-3p,64,✓
Rbpj,recombination signal binding protein for immunoglobulin kappa J region,miR-423-3p,64,✓
Atp13a5,ATPase type 13A5,miR-423-3p,64,✓
Fxyd6,FXYD domain-containing ion transport regulator 6,miR-423-3p,64,✓
Suz12,SUZ12 polycomb repressive complex 2 subunit,miR-1934-3p,64,✓
Cbl,Casitas B-lineage lymphoma,miR-1934-3p,64,✓
Nkd2,naked cuticle 2,miR-1934-3p,64,✓
Hnf1a,HNF1 homeobox A,miR-1934-3p,64,✓
Acvr2b,activin receptor IIB,miR-1934-3p,64,✓
Chp1,calcineurin-like EF hand protein 1,miR-1934-3p,64,✓
Cbx3,chromobox 3,miR-1934-3p,64,✓
Ovgp1,oviductal glycoprotein 1,miR-7234-3p,64,✓
Arhgef7,Rho guanine nucleotide exchange factor (GEF7),miR-7234-3p,64,✓
8030462N17Rik,RIKEN cDNA 8030462N17 gene,miR-130b-3p,64,
Ubxn8,UBX domain protein 8,miR-130b-3p,64,✓
Taok1,TAO kinase 1,miR-130b-3p,64,✓
Fgl2,fibrinogen-like protein 2,miR-130b-3p,64,✓
Eif4e2,eukaryotic translation initiation factor 4E member 2,miR-130b-3p,64,✓
Ap1g1,"adaptor protein complex AP-1, gamma 1 subunit",miR-130b-3p,64,✓
Gpr179,G protein-coupled receptor 179,miR-27a-3p,64,✓
Csnk1g1,"casein kinase 1, gamma 1",miR-27a-3p,64,✓
Tada1,transcriptional adaptor 1,miR-27a-3p,64,✓
Bod1l,biorientation of chromosomes in cell division 1-like,miR-27a-3p,64,✓
Zfp488,zinc finger protein 488,miR-27a-3p,64,
Car9,carbonic anhydrase 9,miR-27a-3p,64,
Fasn,fatty acid synthase,miR-27a-3p,64,✓
Ccnyl1,cyclin Y-like 1,miR-27a-3p,64,✓
Rcan2,regulator of calcineurin 2,miR-27a-3p,64,✓
Prkg1,"protein kinase, cGMP-dependent, type I",miR-27a-3p,64,✓
Stmn2,stathmin-like 2,miR-27a-3p,64,✓
Nhsl2,NHS-like 2,miR-27a-3p,64,✓
Plekhj1,"pleckstrin homology domain containing, family J member 1",miR-27a-3p,64,✓
Mtmr4,myotubularin related protein 4,miR-27a-3p,64,✓
Nptx2,neuronal pentraxin 2,miR-27a-3p,64,✓
Nfasc,neurofascin,miR-27a-3p,64,✓
Exd1,exonuclease 3'-5' domain containing 1,miR-27a-3p,64,✓
Tmsb10,"thymosin, beta 10",miR-27a-3p,64,✓
Ank1,"ankyrin 1, erythroid",miR-27a-3p,64,✓
Uimc1,ubiquitin interaction motif containing 1,miR-27a-3p,64,✓
Met,met proto-oncogene,miR-27a-3p,64,✓
Decr1,"2,4-dienoyl CoA reductase 1, mitochondrial",miR-27a-3p,64,✓
Frem2,Fras1 related extracellular matrix protein 2,miR-677-3p,63,✓
Fam120c,"family with sequence similarity 120, member C",miR-677-3p,63,✓
Rbm15,RNA binding motif protein 15,miR-677-3p,63,✓
Wdr82,WD repeat domain containing 82,miR-677-3p,63,✓
Rorb,RAR-related orphan receptor beta,miR-677-3p,63,✓
Clec3a,"C-type lectin domain family 3, member a",miR-677-3p,63,✓
Tceal9,transcription elongation factor A like 9,miR-677-3p,63,✓
Pard3b,par-3 family cell polarity regulator beta,miR-677-3p,63,✓
Akap13,A kinase (PRKA) anchor protein 13,miR-677-3p,63,✓
Dis3l2,DIS3 like 3'-5' exoribonuclease 2,miR-677-3p,63,✓
Tnrc6b,trinucleotide repeat containing 6b,miR-677-3p,63,✓
Ciao1,cytosolic iron-sulfur protein assembly 1,miR-677-3p,63,✓
Tbc1d5,"TBC1 domain family, member 5",miR-677-3p,63,✓
Krr1,"KRR1, small subunit (SSU) processome component, homolog (yeast)",miR-677-3p,63,✓
Cdh7,"cadherin 7, type 2",miR-677-3p,63,✓
Sestd1,SEC14 and spectrin domains 1,miR-677-3p,63,✓
Nol3,nucleolar protein 3 (apoptosis repressor with CARD domain),miR-677-3p,63,✓
Khdrbs1,"KH domain containing, RNA binding, signal transduction associated 1",miR-677-3p,63,✓
Gkap1,G kinase anchoring protein 1,miR-677-3p,63,✓
Rps20,ribosomal protein S20,miR-677-3p,63,✓
Zdhhc21,"zinc finger, DHHC domain containing 21",miR-1249-3p,63,✓
Rac2,Rac family small GTPase 2,miR-486a-3p,63,✓
Krt88,keratin 88,miR-486a-3p,63,
Itga4,integrin alpha 4,miR-486a-3p,63,✓
Sh3bp5l,SH3 binding domain protein 5 like,miR-486a-3p,63,✓
Leng8,leukocyte receptor cluster (LRC) member 8,miR-486a-3p,63,✓
Coro1c,"coronin, actin binding protein 1C",miR-486a-3p,63,✓
Irak1bp1,interleukin-1 receptor-associated kinase 1 binding protein 1,miR-486a-3p,63,✓
Csrnp2,cysteine-serine-rich nuclear protein 2,miR-486a-3p,63,✓
Zdhhc21,"zinc finger, DHHC domain containing 21",miR-486a-3p,63,✓
Pomt2,protein-O-mannosyltransferase 2,miR-486a-3p,63,✓
Atp13a1,ATPase type 13A1,miR-486a-3p,63,✓
Elfn2,"leucine rich repeat and fibronectin type III, extracellular 2",miR-486a-3p,63,✓
Faf2,Fas associated factor family member 2,miR-486a-3p,63,✓
Gas7,growth arrest specific 7,miR-486a-3p,63,✓
Emc10,ER membrane protein complex subunit 10,miR-486a-3p,63,✓
Aptx,aprataxin,miR-486a-3p,63,✓
Ccnd2,cyclin D2,miR-486a-3p,63,✓
Apol7e,apolipoprotein L 7e,miR-486a-3p,63,
Tnn,tenascin N,miR-486a-3p,63,✓
Chtf8,"CTF8, chromosome transmission fidelity factor 8",miR-486a-3p,63,✓
Dars2,aspartyl-tRNA synthetase 2 (mitochondrial),miR-486a-3p,63,✓
2310011J03Rik,RIKEN cDNA 2310011J03 gene,miR-486a-3p,63,
Tlcd1,TLC domain containing 1,miR-486a-3p,63,✓
Tcte1,t-complex-associated testis expressed 1,miR-486a-3p,63,✓
Arid3b,AT rich interactive domain 3B (BRIGHT-like),miR-486a-3p,63,✓
Nckap5l,NCK-associated protein 5-like,miR-486a-3p,63,✓
9130023H24Rik,RIKEN cDNA 9130023H24 gene,miR-486a-3p,63,
Apol7b,apolipoprotein L 7b,miR-486a-3p,63,
Ezh1,enhancer of zeste 1 polycomb repressive complex 2 subunit,miR-486a-3p,63,✓
Numb,NUMB endocytic adaptor protein,miR-486a-3p,63,✓
Pnma1,paraneoplastic antigen MA1,miR-423-3p,63,✓
Bcl2,B cell leukemia/lymphoma 2,miR-1934-3p,63,✓
Abhd13,abhydrolase domain containing 13,miR-1934-3p,63,✓
Rnf151,ring finger protein 151,miR-1934-3p,63,✓
Trim16,tripartite motif-containing 16,miR-1934-3p,63,✓
Egfr,epidermal growth factor receptor,miR-1934-3p,63,✓
Htr7,5-hydroxytryptamine (serotonin) receptor 7,miR-1934-3p,63,✓
Dhfr,dihydrofolate reductase,miR-1934-3p,63,✓
Zfp592,zinc finger protein 592,miR-1934-3p,63,
Dynll2,dynein light chain LC8-type 2,miR-7234-3p,63,✓
Serac1,serine active site containing 1,miR-7234-3p,63,✓
Aff3,"AF4/FMR2 family, member 3",miR-130b-3p,63,✓
Tesk2,testis-specific kinase 2,miR-130b-3p,63,✓
D1Ertd622e,"DNA segment, Chr 1, ERATO Doi 622, expressed",miR-130b-3p,63,
Suz12,SUZ12 polycomb repressive complex 2 subunit,miR-130b-3p,63,✓
Rubcnl,RUN and cysteine rich domain containing beclin 1 interacting protein like,miR-130b-3p,63,✓
Mapre3,"microtubule-associated protein, RP/EB family, member 3",miR-130b-3p,63,✓
Tfrc,transferrin receptor,miR-130b-3p,63,✓
Rpa2,replication protein A2,miR-130b-3p,63,✓
Ino80,INO80 complex subunit,miR-130b-3p,63,✓
Srsf2,serine/arginine-rich splicing factor 2,miR-130b-3p,63,✓
Cluh,clustered mitochondria (cluA/CLU1) homolog,miR-130b-3p,63,✓
Spen,spen family transcription repressor,miR-130b-3p,63,✓
Dnajc3,DnaJ heat shock protein family (Hsp40) member C3,miR-130b-3p,63,✓
Mitf,melanogenesis associated transcription factor,miR-27a-3p,63,✓
Ppm1e,protein phosphatase 1E (PP2C domain containing),miR-27a-3p,63,✓
Dpyd,dihydropyrimidine dehydrogenase,miR-27a-3p,63,✓
Ypel2,yippee like 2,miR-27a-3p,63,✓
Hoxb3,homeobox B3,miR-27a-3p,63,✓
Fam169a,"family with sequence similarity 169, member A",miR-27a-3p,63,✓
Ehd1,EH-domain containing 1,miR-27a-3p,63,✓
Sbk1,SH3-binding kinase 1,miR-27a-3p,63,✓
Eri1,exoribonuclease 1,miR-27a-3p,63,✓
Rgr,retinal G protein coupled receptor,miR-27a-3p,63,✓
Vgf,VGF nerve growth factor inducible,miR-27a-3p,63,✓
Clstn2,calsyntenin 2,miR-27a-3p,63,✓
Tusc3,tumor suppressor candidate 3,miR-27a-3p,63,✓
Tktl2,transketolase-like 2,miR-27a-3p,63,✓
Scd2,stearoyl-Coenzyme A desaturase 2,miR-27a-3p,63,✓
Ttyh3,tweety family member 3,miR-27a-3p,63,✓
Reln,reelin,miR-27a-3p,63,✓
Zfp287,zinc finger protein 287,miR-27a-3p,63,
Tfam,"transcription factor A, mitochondrial",miR-27a-3p,63,✓
Gpr37,G protein-coupled receptor 37,miR-27a-3p,63,✓
Fndc3a,fibronectin type III domain containing 3A,miR-27a-3p,63,✓
Lrba,LPS-responsive beige-like anchor,miR-27a-3p,63,✓
